senario,EV,Arrival,Depart,Type,BatteryCapacity,Distance,Demand,alloc_charger,delay
169,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
170,1,10.0,19.0,suv,54,25.0,14.0,11,0
170,2,6.0,19.0,sedan,24,39.0,17.0,11,0
170,3,8.0,15.0,sedan,24,59.0,24,NAN,0
170,4,8.0,22.0,suv,54,53.0,30.0,11,0
170,5,10.0,17.0,small,16,43.0,16,11,0
170,6,8.0,19.0,sedan,24,50.0,21.0,11,0
170,7,6.0,16.0,small,16,19.0,7.0,11,0
170,8,11.0,16.0,suv,54,58.0,33.0,11,0
170,9,7.0,17.0,truck,70,29.0,24.0,11,0
170,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
171,1,10.0,19.0,suv,54,25.0,14.0,11,0
171,2,6.0,19.0,sedan,24,39.0,17.0,11,0
171,3,8.0,15.0,sedan,24,59.0,24,NAN,0
171,4,8.0,22.0,suv,54,53.0,30.0,11,0
171,5,10.0,17.0,small,16,43.0,16,11,0
171,6,8.0,19.0,sedan,24,50.0,21.0,11,0
171,7,6.0,16.0,small,16,19.0,7.0,11,0
171,8,11.0,16.0,suv,54,58.0,33.0,11,0
171,9,7.0,17.0,truck,70,29.0,24.0,11,0
171,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
172,1,10.0,19.0,suv,54,25.0,14.0,11,0
172,2,6.0,19.0,sedan,24,39.0,17.0,11,0
172,3,8.0,15.0,sedan,24,59.0,24,NAN,0
172,4,8.0,22.0,suv,54,53.0,30.0,11,0
172,5,10.0,17.0,small,16,43.0,16,11,0
172,6,8.0,19.0,sedan,24,50.0,21.0,11,0
172,7,6.0,16.0,small,16,19.0,7.0,11,0
172,8,11.0,16.0,suv,54,58.0,33.0,11,0
172,9,7.0,17.0,truck,70,29.0,24.0,11,0
172,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
173,1,10.0,19.0,suv,54,25.0,14.0,11,0
173,2,6.0,19.0,sedan,24,39.0,17.0,11,0
173,3,8.0,15.0,sedan,24,59.0,24,NAN,0
173,4,8.0,22.0,suv,54,53.0,30.0,11,0
173,5,10.0,17.0,small,16,43.0,16,11,0
173,6,8.0,19.0,sedan,24,50.0,21.0,11,0
173,7,6.0,16.0,small,16,19.0,7.0,11,0
173,8,11.0,16.0,suv,54,58.0,33.0,11,0
173,9,7.0,17.0,truck,70,29.0,24.0,11,0
173,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
174,1,10.0,19.0,suv,54,25.0,14.0,11,0
174,2,6.0,19.0,sedan,24,39.0,17.0,11,0
174,3,8.0,15.0,sedan,24,59.0,24,NAN,0
174,4,8.0,22.0,suv,54,53.0,30.0,11,0
174,5,10.0,17.0,small,16,43.0,16,11,0
174,6,8.0,19.0,sedan,24,50.0,21.0,11,0
174,7,6.0,16.0,small,16,19.0,7.0,11,0
174,8,11.0,16.0,suv,54,58.0,33.0,11,0
174,9,7.0,17.0,truck,70,29.0,24.0,11,0
174,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
175,1,10.0,19.0,suv,54,25.0,14.0,11,0
175,2,6.0,19.0,sedan,24,39.0,17.0,11,0
175,3,8.0,15.0,sedan,24,59.0,24,NAN,0
175,4,8.0,22.0,suv,54,53.0,30.0,11,0
175,5,10.0,17.0,small,16,43.0,16,11,0
175,6,8.0,19.0,sedan,24,50.0,21.0,11,0
175,7,6.0,16.0,small,16,19.0,7.0,11,0
175,8,11.0,16.0,suv,54,58.0,33.0,11,0
175,9,7.0,17.0,truck,70,29.0,24.0,11,0
175,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
176,1,10.0,19.0,suv,54,25.0,14.0,11,0
176,2,6.0,19.0,sedan,24,39.0,17.0,11,0
176,3,8.0,15.0,sedan,24,59.0,24,NAN,0
176,4,8.0,22.0,suv,54,53.0,30.0,11,0
176,5,10.0,17.0,small,16,43.0,16,11,0
176,6,8.0,19.0,sedan,24,50.0,21.0,11,0
176,7,6.0,16.0,small,16,19.0,7.0,11,0
176,8,11.0,16.0,suv,54,58.0,33.0,11,0
176,9,7.0,17.0,truck,70,29.0,24.0,11,0
176,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
177,1,10.0,19.0,suv,54,25.0,14.0,11,0
177,2,6.0,19.0,sedan,24,39.0,17.0,11,0
177,3,8.0,15.0,sedan,24,59.0,24,NAN,0
177,4,8.0,22.0,suv,54,53.0,30.0,11,0
177,5,10.0,17.0,small,16,43.0,16,11,0
177,6,8.0,19.0,sedan,24,50.0,21.0,11,0
177,7,6.0,16.0,small,16,19.0,7.0,11,0
177,8,11.0,16.0,suv,54,58.0,33.0,11,0
177,9,7.0,17.0,truck,70,29.0,24.0,11,0
177,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
178,1,10.0,19.0,suv,54,25.0,14.0,11,0
178,2,6.0,19.0,sedan,24,39.0,17.0,11,0
178,3,8.0,15.0,sedan,24,59.0,24,NAN,0
178,4,8.0,22.0,suv,54,53.0,30.0,11,0
178,5,10.0,17.0,small,16,43.0,16,11,0
178,6,8.0,19.0,sedan,24,50.0,21.0,11,0
178,7,6.0,16.0,small,16,19.0,7.0,11,0
178,8,11.0,16.0,suv,54,58.0,33.0,11,0
178,9,7.0,17.0,truck,70,29.0,24.0,11,0
178,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
179,1,10.0,19.0,suv,54,25.0,14.0,11,0
179,2,6.0,19.0,sedan,24,39.0,17.0,11,0
179,3,8.0,15.0,sedan,24,59.0,24,NAN,0
179,4,8.0,22.0,suv,54,53.0,30.0,11,0
179,5,10.0,17.0,small,16,43.0,16,11,0
179,6,8.0,19.0,sedan,24,50.0,21.0,11,0
179,7,6.0,16.0,small,16,19.0,7.0,11,0
179,8,11.0,16.0,suv,54,58.0,33.0,11,0
179,9,7.0,17.0,truck,70,29.0,24.0,11,0
179,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
180,1,10.0,19.0,suv,54,25.0,14.0,11,0
180,2,6.0,19.0,sedan,24,39.0,17.0,11,0
180,3,8.0,15.0,sedan,24,59.0,24,NAN,0
180,4,8.0,22.0,suv,54,53.0,30.0,11,0
180,5,10.0,17.0,small,16,43.0,16,11,0
180,6,8.0,19.0,sedan,24,50.0,21.0,11,0
180,7,6.0,16.0,small,16,19.0,7.0,11,0
180,8,11.0,16.0,suv,54,58.0,33.0,11,0
180,9,7.0,17.0,truck,70,29.0,24.0,11,0
180,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
181,1,10.0,19.0,suv,54,25.0,14.0,11,0
181,2,6.0,19.0,sedan,24,39.0,17.0,11,0
181,3,8.0,15.0,sedan,24,59.0,24,NAN,0
181,4,8.0,22.0,suv,54,53.0,30.0,11,0
181,5,10.0,17.0,small,16,43.0,16,11,0
181,6,8.0,19.0,sedan,24,50.0,21.0,11,0
181,7,6.0,16.0,small,16,19.0,7.0,11,0
181,8,11.0,16.0,suv,54,58.0,33.0,11,0
181,9,7.0,17.0,truck,70,29.0,24.0,11,0
181,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
182,1,10.0,19.0,suv,54,25.0,14.0,11,0
182,2,6.0,19.0,sedan,24,39.0,17.0,11,0
182,3,8.0,15.0,sedan,24,59.0,24,NAN,0
182,4,8.0,22.0,suv,54,53.0,30.0,11,0
182,5,10.0,17.0,small,16,43.0,16,11,0
182,6,8.0,19.0,sedan,24,50.0,21.0,11,0
182,7,6.0,16.0,small,16,19.0,7.0,11,0
182,8,11.0,16.0,suv,54,58.0,33.0,11,0
182,9,7.0,17.0,truck,70,29.0,24.0,11,0
182,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
183,1,10.0,19.0,suv,54,25.0,14.0,11,0
183,2,6.0,19.0,sedan,24,39.0,17.0,11,0
183,3,8.0,15.0,sedan,24,59.0,24,NAN,0
183,4,8.0,22.0,suv,54,53.0,30.0,11,0
183,5,10.0,17.0,small,16,43.0,16,11,0
183,6,8.0,19.0,sedan,24,50.0,21.0,11,0
183,7,6.0,16.0,small,16,19.0,7.0,11,0
183,8,11.0,16.0,suv,54,58.0,33.0,11,0
183,9,7.0,17.0,truck,70,29.0,24.0,11,0
183,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
184,1,10.0,19.0,suv,54,25.0,14.0,11,0
184,2,6.0,19.0,sedan,24,39.0,17.0,11,0
184,3,8.0,15.0,sedan,24,59.0,24,NAN,0
184,4,8.0,22.0,suv,54,53.0,30.0,11,0
184,5,10.0,17.0,small,16,43.0,16,11,0
184,6,8.0,19.0,sedan,24,50.0,21.0,11,0
184,7,6.0,16.0,small,16,19.0,7.0,11,0
184,8,11.0,16.0,suv,54,58.0,33.0,11,0
184,9,7.0,17.0,truck,70,29.0,24.0,11,0
184,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
185,1,10.0,19.0,suv,54,25.0,14.0,11,0
185,2,6.0,19.0,sedan,24,39.0,17.0,11,0
185,3,8.0,15.0,sedan,24,59.0,24,NAN,0
185,4,8.0,22.0,suv,54,53.0,30.0,11,0
185,5,10.0,17.0,small,16,43.0,16,11,0
185,6,8.0,19.0,sedan,24,50.0,21.0,11,0
185,7,6.0,16.0,small,16,19.0,7.0,11,0
185,8,11.0,16.0,suv,54,58.0,33.0,11,0
185,9,7.0,17.0,truck,70,29.0,24.0,11,0
185,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
186,1,10.0,19.0,suv,54,25.0,14.0,11,0
186,2,6.0,19.0,sedan,24,39.0,17.0,11,0
186,3,8.0,15.0,sedan,24,59.0,24,NAN,0
186,4,8.0,22.0,suv,54,53.0,30.0,11,0
186,5,10.0,17.0,small,16,43.0,16,11,0
186,6,8.0,19.0,sedan,24,50.0,21.0,11,0
186,7,6.0,16.0,small,16,19.0,7.0,11,0
186,8,11.0,16.0,suv,54,58.0,33.0,11,0
186,9,7.0,17.0,truck,70,29.0,24.0,11,0
186,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
187,1,10.0,19.0,suv,54,25.0,14.0,11,0
187,2,6.0,19.0,sedan,24,39.0,17.0,11,0
187,3,8.0,15.0,sedan,24,59.0,24,NAN,0
187,4,8.0,22.0,suv,54,53.0,30.0,11,0
187,5,10.0,17.0,small,16,43.0,16,11,0
187,6,8.0,19.0,sedan,24,50.0,21.0,11,0
187,7,6.0,16.0,small,16,19.0,7.0,11,0
187,8,11.0,16.0,suv,54,58.0,33.0,11,0
187,9,7.0,17.0,truck,70,29.0,24.0,11,0
187,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
188,1,10.0,19.0,suv,54,25.0,14.0,11,0
188,2,6.0,19.0,sedan,24,39.0,17.0,11,0
188,3,8.0,15.0,sedan,24,59.0,24,NAN,0
188,4,8.0,22.0,suv,54,53.0,30.0,11,0
188,5,10.0,17.0,small,16,43.0,16,11,0
188,6,8.0,19.0,sedan,24,50.0,21.0,11,0
188,7,6.0,16.0,small,16,19.0,7.0,11,0
188,8,11.0,16.0,suv,54,58.0,33.0,11,0
188,9,7.0,17.0,truck,70,29.0,24.0,11,0
188,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
189,1,10.0,19.0,suv,54,25.0,14.0,11,0
189,2,6.0,19.0,sedan,24,39.0,17.0,11,0
189,3,8.0,15.0,sedan,24,59.0,24,NAN,0
189,4,8.0,22.0,suv,54,53.0,30.0,11,0
189,5,10.0,17.0,small,16,43.0,16,11,0
189,6,8.0,19.0,sedan,24,50.0,21.0,11,0
189,7,6.0,16.0,small,16,19.0,7.0,11,0
189,8,11.0,16.0,suv,54,58.0,33.0,11,0
189,9,7.0,17.0,truck,70,29.0,24.0,11,0
189,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
190,1,10.0,19.0,suv,54,25.0,14.0,11,0
190,2,6.0,19.0,sedan,24,39.0,17.0,11,0
190,3,8.0,15.0,sedan,24,59.0,24,NAN,0
190,4,8.0,22.0,suv,54,53.0,30.0,11,0
190,5,10.0,17.0,small,16,43.0,16,11,0
190,6,8.0,19.0,sedan,24,50.0,21.0,11,0
190,7,6.0,16.0,small,16,19.0,7.0,11,0
190,8,11.0,16.0,suv,54,58.0,33.0,11,0
190,9,7.0,17.0,truck,70,29.0,24.0,11,0
190,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
191,1,10.0,19.0,suv,54,25.0,14.0,11,0
191,2,6.0,19.0,sedan,24,39.0,17.0,11,0
191,3,8.0,15.0,sedan,24,59.0,24,NAN,0
191,4,8.0,22.0,suv,54,53.0,30.0,11,0
191,5,10.0,17.0,small,16,43.0,16,11,0
191,6,8.0,19.0,sedan,24,50.0,21.0,11,0
191,7,6.0,16.0,small,16,19.0,7.0,11,0
191,8,11.0,16.0,suv,54,58.0,33.0,11,0
191,9,7.0,17.0,truck,70,29.0,24.0,11,0
191,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
192,1,10.0,19.0,suv,54,25.0,14.0,11,0
192,2,6.0,19.0,sedan,24,39.0,17.0,11,0
192,3,8.0,15.0,sedan,24,59.0,24,NAN,0
192,4,8.0,22.0,suv,54,53.0,30.0,11,0
192,5,10.0,17.0,small,16,43.0,16,11,0
192,6,8.0,19.0,sedan,24,50.0,21.0,11,0
192,7,6.0,16.0,small,16,19.0,7.0,11,0
192,8,11.0,16.0,suv,54,58.0,33.0,11,0
192,9,7.0,17.0,truck,70,29.0,24.0,11,0
192,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
193,1,10.0,19.0,suv,54,25.0,14.0,11,0
193,2,6.0,19.0,sedan,24,39.0,17.0,11,0
193,3,8.0,15.0,sedan,24,59.0,24,NAN,0
193,4,8.0,22.0,suv,54,53.0,30.0,11,0
193,5,10.0,17.0,small,16,43.0,16,11,0
193,6,8.0,19.0,sedan,24,50.0,21.0,11,0
193,7,6.0,16.0,small,16,19.0,7.0,11,0
193,8,11.0,16.0,suv,54,58.0,33.0,11,0
193,9,7.0,17.0,truck,70,29.0,24.0,11,0
193,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
194,1,10.0,19.0,suv,54,25.0,14.0,11,0
194,2,6.0,19.0,sedan,24,39.0,17.0,11,0
194,3,8.0,15.0,sedan,24,59.0,24,NAN,0
194,4,8.0,22.0,suv,54,53.0,30.0,11,0
194,5,10.0,17.0,small,16,43.0,16,11,0
194,6,8.0,19.0,sedan,24,50.0,21.0,11,0
194,7,6.0,16.0,small,16,19.0,7.0,11,0
194,8,11.0,16.0,suv,54,58.0,33.0,11,0
194,9,7.0,17.0,truck,70,29.0,24.0,11,0
194,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
195,1,10.0,19.0,suv,54,25.0,14.0,11,0
195,2,6.0,19.0,sedan,24,39.0,17.0,11,0
195,3,8.0,15.0,sedan,24,59.0,24,NAN,0
195,4,8.0,22.0,suv,54,53.0,30.0,11,0
195,5,10.0,17.0,small,16,43.0,16,11,0
195,6,8.0,19.0,sedan,24,50.0,21.0,11,0
195,7,6.0,16.0,small,16,19.0,7.0,11,0
195,8,11.0,16.0,suv,54,58.0,33.0,11,0
195,9,7.0,17.0,truck,70,29.0,24.0,11,0
195,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
196,1,10.0,19.0,suv,54,25.0,14.0,11,0
196,2,6.0,19.0,sedan,24,39.0,17.0,11,0
196,3,8.0,15.0,sedan,24,59.0,24,NAN,0
196,4,8.0,22.0,suv,54,53.0,30.0,11,0
196,5,10.0,17.0,small,16,43.0,16,11,0
196,6,8.0,19.0,sedan,24,50.0,21.0,11,0
196,7,6.0,16.0,small,16,19.0,7.0,11,0
196,8,11.0,16.0,suv,54,58.0,33.0,11,0
196,9,7.0,17.0,truck,70,29.0,24.0,11,0
196,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
197,1,10.0,19.0,suv,54,25.0,14.0,11,0
197,2,6.0,19.0,sedan,24,39.0,17.0,11,0
197,3,8.0,15.0,sedan,24,59.0,24,NAN,0
197,4,8.0,22.0,suv,54,53.0,30.0,11,0
197,5,10.0,17.0,small,16,43.0,16,11,0
197,6,8.0,19.0,sedan,24,50.0,21.0,11,0
197,7,6.0,16.0,small,16,19.0,7.0,11,0
197,8,11.0,16.0,suv,54,58.0,33.0,11,0
197,9,7.0,17.0,truck,70,29.0,24.0,11,0
197,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
198,1,10.0,19.0,suv,54,25.0,14.0,11,0
198,2,6.0,19.0,sedan,24,39.0,17.0,11,0
198,3,8.0,15.0,sedan,24,59.0,24,NAN,0
198,4,8.0,22.0,suv,54,53.0,30.0,11,0
198,5,10.0,17.0,small,16,43.0,16,11,0
198,6,8.0,19.0,sedan,24,50.0,21.0,11,0
198,7,6.0,16.0,small,16,19.0,7.0,11,0
198,8,11.0,16.0,suv,54,58.0,33.0,11,0
198,9,7.0,17.0,truck,70,29.0,24.0,11,0
198,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
199,1,10.0,19.0,suv,54,25.0,14.0,11,0
199,2,6.0,19.0,sedan,24,39.0,17.0,11,0
199,3,8.0,15.0,sedan,24,59.0,24,NAN,0
199,4,8.0,22.0,suv,54,53.0,30.0,11,0
199,5,10.0,17.0,small,16,43.0,16,11,0
199,6,8.0,19.0,sedan,24,50.0,21.0,11,0
199,7,6.0,16.0,small,16,19.0,7.0,11,0
199,8,11.0,16.0,suv,54,58.0,33.0,11,0
199,9,7.0,17.0,truck,70,29.0,24.0,11,0
199,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
200,1,10.0,19.0,suv,54,25.0,14.0,11,0
200,2,6.0,19.0,sedan,24,39.0,17.0,11,0
200,3,8.0,15.0,sedan,24,59.0,24,NAN,0
200,4,8.0,22.0,suv,54,53.0,30.0,11,0
200,5,10.0,17.0,small,16,43.0,16,11,0
200,6,8.0,19.0,sedan,24,50.0,21.0,11,0
200,7,6.0,16.0,small,16,19.0,7.0,11,0
200,8,11.0,16.0,suv,54,58.0,33.0,11,0
200,9,7.0,17.0,truck,70,29.0,24.0,11,0
200,10,11.0,20.0,truck,70,58.0,47.0,NAN,0
201,1,10.0,19.0,suv,54,43.0,25.0,11,0
201,2,6.0,16.0,truck,70,50.0,41.0,11,0
201,3,8.0,16.0,suv,54,19.0,11.0,11,0
201,4,8.0,17.0,small,16,58.0,16,11,0
201,5,10.0,20.0,truck,70,29.0,24.0,11,0
201,6,8.0,16.0,truck,70,58.0,47.0,11,0
201,7,6.0,16.0,small,16,26.0,10.0,11,0
201,8,11.0,18.0,suv,54,10.0,6.0,11,0
201,9,7.0,16.0,truck,70,45.0,37.0,11,0
201,10,11.0,21.0,suv,54,46.0,26.0,11,0
201,11,9.0,15.0,suv,54,43.0,25.0,11,0
201,12,9.0,21.0,suv,54,51.0,29.0,11,0
201,13,6.0,21.0,small,16,31.0,12.0,11,0
201,14,11.0,20.0,suv,54,34.0,20.0,11,0
201,15,7.0,20.0,truck,70,54.0,44.0,11,0
202,1,7.0,17.0,sedan,24,39.0,17.0,20,0
202,2,7.0,19.0,suv,54,45.0,26.0,11,0
202,3,9.0,21.0,small,16,39.0,15.0,11,0
202,4,8.0,18.0,small,16,27.0,10.0,11,0
202,5,11.0,21.0,small,16,39.0,15.0,11,0
202,6,6.0,17.0,suv,54,48.0,28.0,20,0
202,7,10.0,15.0,suv,54,49.0,28.0,11,0
202,8,8.0,20.0,small,16,57.0,16,11,0
202,9,7.0,21.0,small,16,19.0,7.0,11,0
202,10,10.0,17.0,sedan,24,57.0,24,20,0
202,11,7.0,21.0,sedan,24,34.0,15.0,20,0
202,12,9.0,18.0,sedan,24,55.0,24.0,11,0
202,13,8.0,19.0,small,16,64.0,16,11,0
202,14,9.0,18.0,sedan,24,63.0,24,20,0
202,15,8.0,21.0,suv,54,41.0,24.0,20,0
203,1,11.0,17.0,suv,54,57.0,33.0,11,0
203,2,11.0,21.0,suv,54,31.0,18.0,11,0
203,3,7.0,15.0,truck,70,68.0,56.0,NAN,0
203,4,6.0,20.0,sedan,24,45.0,19.0,11,0
203,5,11.0,19.0,suv,54,38.0,22.0,11,0
203,6,10.0,17.0,small,16,43.0,16,NAN,0
203,7,11.0,20.0,suv,54,12.0,7.0,11,0
203,8,9.0,17.0,truck,70,42.0,34.0,11,0
203,9,7.0,21.0,small,16,17.0,6.0,11,0
203,10,9.0,20.0,truck,70,23.0,19.0,11,0
203,11,9.0,18.0,small,16,61.0,16,11,0
203,12,10.0,16.0,truck,70,32.0,26.0,11,0
203,13,11.0,18.0,sedan,24,45.0,19.0,11,0
203,14,8.0,16.0,sedan,24,37.0,16.0,11,0
203,15,9.0,16.0,truck,70,16.0,13.0,NAN,0
204,1,8.0,22.0,sedan,24,56.0,24,11,0
204,2,10.0,16.0,suv,54,56.0,32.0,11,0
204,3,8.0,20.0,suv,54,53.0,30.0,11,0
204,4,10.0,16.0,small,16,30.0,11.0,11,0
204,5,11.0,16.0,small,16,39.0,15.0,11,0
204,6,8.0,15.0,small,16,57.0,16,11,0
204,7,10.0,16.0,truck,70,37.0,30.0,11,0
204,8,8.0,20.0,small,16,53.0,16,11,0
204,9,9.0,18.0,suv,54,71.0,41.0,11,0
204,10,8.0,15.0,small,16,37.0,14.0,11,0
204,11,9.0,20.0,truck,70,10.0,8.0,11,0
204,12,10.0,16.0,small,16,21.0,8.0,11,0
204,13,7.0,16.0,sedan,24,49.0,21.0,11,0
204,14,7.0,15.0,truck,70,51.0,42.0,11,0
204,15,8.0,19.0,small,16,50.0,16,11,0
205,1,6.0,21.0,suv,54,38.0,22.0,11,0
205,2,8.0,19.0,sedan,24,37.0,16.0,NAN,0
205,3,10.0,19.0,truck,70,53.0,43.0,NAN,0
205,4,11.0,18.0,truck,70,22.0,18.0,11,0
205,5,10.0,18.0,suv,54,29.0,17.0,11,0
205,6,10.0,19.0,truck,70,33.0,27.0,NAN,0
205,7,8.0,15.0,suv,54,20.0,11.0,11,0
205,8,11.0,16.0,small,16,29.0,11.0,11,0
205,9,9.0,21.0,truck,70,80.0,65.0,11,0
205,10,11.0,20.0,truck,70,26.0,21.0,11,0
205,11,9.0,17.0,small,16,33.0,13.0,11,0
205,12,10.0,20.0,sedan,24,56.0,24,11,0
205,13,10.0,18.0,truck,70,31.0,25.0,11,0
205,14,6.0,17.0,suv,54,34.0,20.0,11,0
205,15,9.0,16.0,suv,54,46.0,26.0,11,0
206,1,7.0,18.0,suv,54,35.0,20.0,20,0
206,2,9.0,15.0,truck,70,63.0,52.0,11,0
206,3,11.0,19.0,truck,70,47.0,38.0,11,0
206,4,7.0,15.0,small,16,44.0,16,20,0
206,5,7.0,16.0,small,16,51.0,16,11,0
206,6,10.0,22.0,suv,54,30.0,17.0,11,0
206,7,11.0,15.0,truck,70,55.0,45.0,20,0
206,8,10.0,16.0,sedan,24,47.0,20.0,11,0
206,9,8.0,20.0,small,16,93.0,16,20,0
206,10,8.0,22.0,truck,70,36.0,29.0,20,0
206,11,7.0,19.0,truck,70,13.0,11.0,11,0
206,12,7.0,21.0,small,16,45.0,16,11,0
206,13,11.0,18.0,small,16,50.0,16,11,0
206,14,9.0,17.0,truck,70,30.0,25.0,11,0
206,15,10.0,18.0,small,16,52.0,16,11,0
207,1,7.0,17.0,suv,54,29.0,17.0,NAN,0
207,2,9.0,18.0,small,16,46.0,16,11,0
207,3,11.0,16.0,truck,70,61.0,50.0,11,0
207,4,7.0,20.0,suv,54,47.0,27.0,11,0
207,5,9.0,21.0,sedan,24,66.0,24,11,0
207,6,9.0,19.0,suv,54,41.0,24.0,11,0
207,7,6.0,16.0,suv,54,44.0,25.0,11,0
207,8,6.0,17.0,suv,54,19.0,11.0,11,0
207,9,10.0,19.0,small,16,31.0,12.0,11,0
207,10,7.0,17.0,truck,70,17.0,14.0,11,0
207,11,8.0,18.0,suv,54,30.0,17.0,11,0
207,12,9.0,16.0,truck,70,17.0,14.0,11,0
207,13,7.0,22.0,suv,54,71.0,41.0,11,0
207,14,8.0,22.0,truck,70,50.0,41.0,11,0
207,15,6.0,21.0,truck,70,67.0,55.0,11,0
208,1,7.0,20.0,suv,54,24.0,14.0,11,0
208,2,8.0,19.0,sedan,24,42.0,18.0,11,0
208,3,10.0,19.0,small,16,44.0,16,11,0
208,4,8.0,17.0,small,16,34.0,13.0,11,0
208,5,7.0,16.0,small,16,63.0,16,11,0
208,6,10.0,16.0,small,16,49.0,16,11,0
208,7,6.0,19.0,truck,70,36.0,29.0,11,0
208,8,10.0,17.0,truck,70,38.0,31.0,11,0
208,9,9.0,16.0,small,16,59.0,16,11,0
208,10,9.0,21.0,sedan,24,36.0,15.0,11,0
208,11,8.0,21.0,truck,70,56.0,46.0,11,0
208,12,9.0,22.0,sedan,24,27.0,12.0,11,0
208,13,7.0,15.0,suv,54,36.0,21.0,11,0
208,14,10.0,18.0,suv,54,67.0,38.0,11,0
208,15,10.0,16.0,small,16,44.0,16,11,0
209,1,11.0,17.0,sedan,24,31.0,13.0,11,0
209,2,9.0,22.0,sedan,24,45.0,19.0,11,0
209,3,7.0,20.0,truck,70,17.0,14.0,11,0
209,4,6.0,18.0,truck,70,65.0,53.0,11,0
209,5,8.0,17.0,truck,70,33.0,27.0,11,0
209,6,8.0,19.0,small,16,50.0,16,11,0
209,7,6.0,16.0,sedan,24,74.0,24,11,0
209,8,7.0,17.0,sedan,24,15.0,6.0,11,0
209,9,7.0,18.0,truck,70,33.0,27.0,11,0
209,10,9.0,17.0,truck,70,35.0,29.0,11,0
209,11,10.0,18.0,suv,54,26.0,15.0,11,0
209,12,9.0,21.0,suv,54,57.0,33.0,11,0
209,13,11.0,16.0,truck,70,37.0,30.0,11,0
209,14,8.0,21.0,truck,70,59.0,48.0,11,0
209,15,9.0,17.0,small,16,32.0,12.0,11,0
210,1,6.0,20.0,truck,70,33.0,27.0,11,0
210,2,6.0,19.0,suv,54,49.0,28.0,11,0
210,3,7.0,22.0,small,16,83.0,16,11,0
210,4,8.0,20.0,small,16,27.0,10.0,11,0
210,5,10.0,16.0,small,16,70.0,16,11,0
210,6,10.0,19.0,truck,70,55.0,45.0,11,0
210,7,11.0,20.0,small,16,22.0,8.0,11,0
210,8,7.0,20.0,truck,70,53.0,43.0,11,0
210,9,9.0,16.0,sedan,24,42.0,18.0,11,0
210,10,10.0,21.0,small,16,45.0,16,11,0
210,11,8.0,19.0,sedan,24,44.0,19.0,11,0
210,12,6.0,21.0,small,16,19.0,7.0,11,0
210,13,8.0,22.0,small,16,50.0,16,11,0
210,14,8.0,18.0,sedan,24,63.0,24,11,0
210,15,10.0,19.0,suv,54,46.0,26.0,11,0
211,1,8.0,22.0,suv,54,67.0,38.0,11,0
211,2,9.0,22.0,sedan,24,44.0,19.0,11,0
211,3,7.0,19.0,small,16,54.0,16,11,0
211,4,9.0,17.0,truck,70,51.0,42.0,11,0
211,5,6.0,15.0,suv,54,29.0,17.0,11,0
211,6,7.0,19.0,small,16,43.0,16,11,0
211,7,6.0,18.0,sedan,24,81.0,24,11,0
211,8,10.0,19.0,suv,54,63.0,36.0,11,0
211,9,6.0,21.0,truck,70,42.0,34.0,11,0
211,10,8.0,20.0,truck,70,45.0,37.0,11,0
211,11,9.0,21.0,sedan,24,44.0,19.0,11,0
211,12,7.0,19.0,small,16,59.0,16,11,0
211,13,9.0,21.0,suv,54,40.0,23.0,11,0
211,14,7.0,17.0,small,16,44.0,16,11,0
211,15,8.0,15.0,truck,70,41.0,34.0,11,0
212,1,8.0,17.0,sedan,24,37.0,16.0,20,0
212,2,10.0,20.0,small,16,49.0,16,11,0
212,3,7.0,20.0,small,16,37.0,14.0,11,0
212,4,6.0,17.0,sedan,24,45.0,19.0,20,0
212,5,8.0,22.0,sedan,24,27.0,12.0,11,0
212,6,8.0,18.0,suv,54,25.0,14.0,20,0
